,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
277,CBS News,"""[Kim Jong Un] can come to the White House as long as he gives up his nuclear program, gives up his missile program… https://t.co/FTfwsiRVUo",Tue Jun 12 12:33:58 +0000 2018,0.0,0.0,1.0,0.0
278,CBS News,"""They're going to start immediately. They really have already started,"" President Trump says of North Korea's promi… https://t.co/JRslGZbDMV",Tue Jun 12 12:20:31 +0000 2018,0.0,0.0,1.0,0.0
279,CBS News,"Republican Sen. @LindseyGrahamSC joins @CBSThisMorning from Washington, D.C. to discuss the agreement with North Ko… https://t.co/5FB5DvUkMG",Tue Jun 12 12:15:22 +0000 2018,0.4939,0.176,0.824,0.0
280,The New York Times,There was an iPad video. A tour of the Beast. Lots of handshakes. And Dennis Rodman. This was no ordinary summit me… https://t.co/z8eTX1nMMr,Tue Jun 12 16:01:40 +0000 2018,-0.296,0.0,0.905,0.095
281,The New York Times,RT @viaSimonRomero: Our report from Nogales on the resurgent flow of asylum seekers from crime-ravaged Central America: Entire families sle…,Tue Jun 12 15:48:38 +0000 2018,0.0,0.0,1.0,0.0
282,The New York Times,The AT&amp;T-Time Warner antitrust ruling could have big implications for dealmakers and media companies. Here's why it… https://t.co/csDY9RQRLI,Tue Jun 12 15:31:07 +0000 2018,0.0,0.0,1.0,0.0
283,The New York Times,"""Otto was someone who did not die in vain."" President Trump said the death of Otto Warmbier, an American college st… https://t.co/9xumtIS5B2",Tue Jun 12 15:15:03 +0000 2018,-0.1911,0.116,0.739,0.144
284,The New York Times,"RT @tackettdc: “As an example, they have great beaches,” he said during a news conference after his meeting with Mr. Kim. “You see that whe…",Tue Jun 12 15:00:39 +0000 2018,0.6249,0.151,0.849,0.0
285,The New York Times,"A man killed four children and then himself in Orlando, after a 21-hour standoff that began with a call reporting d… https://t.co/MhovvyxHzM",Tue Jun 12 14:45:06 +0000 2018,-0.6705,0.0,0.8,0.2
286,The New York Times,"One lesson from everything that has happened online recently is that, in the absence stringent rules and enforcemen… https://t.co/IgFK8SjUb7",Tue Jun 12 14:30:13 +0000 2018,0.0,0.0,1.0,0.0
287,The New York Times,Full text of the Trump-Kim summit statement https://t.co/6vEeZMaFkZ,Tue Jun 12 14:20:09 +0000 2018,0.0,0.0,1.0,0.0
288,The New York Times,RT @NYTNational: Grim sight at an Arizona border crossing: Children sleep on the ground as the U.S. slows asylum processing https://t.co/RW…,Tue Jun 12 14:10:04 +0000 2018,-0.5719,0.0,0.844,0.156
289,The New York Times,"""With every rifle crack, my world flashed in a monochrome of stark, tactical decisions, like life and death reduced… https://t.co/5BrWxom1y4",Tue Jun 12 14:00:32 +0000 2018,-0.34,0.107,0.726,0.167
290,The New York Times,President Trump's pledge to cancel military exercises on the Korean Peninsula surprised not only allies in South Ko… https://t.co/LT0bOSWOcC,Tue Jun 12 13:50:10 +0000 2018,-0.0258,0.091,0.813,0.096
291,The New York Times,"Spain's Supreme Court upheld a prison sentence for Iñaki Urdangarin, the brother-in-law of King Felipe VI https://t.co/pLDIpOih3E",Tue Jun 12 13:40:07 +0000 2018,0.1531,0.231,0.613,0.156
292,The New York Times,Jeff Sessions made it all but impossible for asylum seekers to gain entry into the United States by citing fears of… https://t.co/zJyTHPpYxQ,Tue Jun 12 13:29:05 +0000 2018,0.6808,0.268,0.613,0.119
293,The New York Times,The populist Italian government refused to allow a rescue boat carrying hundreds of migrants to dock in the country… https://t.co/Qre9LkwmYZ,Tue Jun 12 13:22:01 +0000 2018,0.4588,0.222,0.684,0.094
294,The New York Times,Video: President Trump speaks about his plans to invite Kim Jong-un to the White House https://t.co/L8yNkMtkXv,Tue Jun 12 13:10:05 +0000 2018,0.1531,0.096,0.904,0.0
295,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/gySc54o8tM https://t.co/PL0RyFtwEm,Tue Jun 12 13:00:13 +0000 2018,0.0,0.0,1.0,0.0
296,The New York Times,"Sepp Blatter, the former FIFA president who is serving a six-year ban from all soccer-related activities, has an op… https://t.co/2O49G99Xc5",Tue Jun 12 12:50:00 +0000 2018,-0.5574,0.0,0.833,0.167
297,The New York Times,"Kim Jong-un rules with extreme brutality, making his nation among the worst human rights violators in the world. He… https://t.co/DzmM8N7f68",Tue Jun 12 12:40:09 +0000 2018,-0.9001,0.0,0.607,0.393
298,The New York Times,Late-night hosts offered their takes on the historic meeting between President Trump and Kim Jong-un. A roundup: https://t.co/ul9rYS9Xsr,Tue Jun 12 12:30:11 +0000 2018,0.0,0.0,1.0,0.0
299,The New York Times,"During their first year in government service, Ivanka Trump and Jared Kushner remained investors through various ve… https://t.co/qNVUin5YQe",Tue Jun 12 12:15:03 +0000 2018,0.0,0.0,1.0,0.0
300,Fox News,OPINION: @HeyTammyBruce: De Niro's crude attack on Trump proves liberals are beside themselves that the he keeps wi… https://t.co/5NwOhk2Cqw,Tue Jun 12 16:37:01 +0000 2018,-0.7783,0.0,0.714,0.286
301,Fox News,".@POTUS: “We got along very well. We got along from the beginning.”

President @realDonaldTrump talks to… https://t.co/3V8xeopbZg",Tue Jun 12 16:29:50 +0000 2018,0.3384,0.13,0.87,0.0
302,Fox News,.@POTUS delivered remarks following his historic summit with North Korean leader Kim Jong Un.… https://t.co/85T1LjLMFy,Tue Jun 12 16:25:25 +0000 2018,0.0,0.0,1.0,0.0
303,Fox News,Man reunited with baby he saved with CPR on side of highway https://t.co/p9wb0nUUSS,Tue Jun 12 16:15:43 +0000 2018,0.4215,0.189,0.811,0.0
304,Fox News,Alec Baldwin says he 'would absolutely win' against Trump in 2020 election https://t.co/3Zg5OAY3M4,Tue Jun 12 16:08:55 +0000 2018,0.624,0.254,0.746,0.0
305,Fox News,President Trump and Kim Jong Un agree to hold follow-up negotiations to be led by Secretary of State Mike Pompeo;… https://t.co/OmCKcWcDl1,Tue Jun 12 16:07:42 +0000 2018,0.3612,0.111,0.889,0.0
306,Fox News,Boy facing terminal brain tumor made trooper for a day https://t.co/FEgfkfstvg,Tue Jun 12 15:59:20 +0000 2018,-0.3818,0.0,0.776,0.224
307,Fox News,".@MacThornberry: Part of what I believe brought Kim Jong Un to this point were the economic sanctions, the diplomat… https://t.co/3iNfnfDUAP",Tue Jun 12 15:52:31 +0000 2018,0.0,0.0,1.0,0.0
308,Fox News,#Pulse nightclub massacre anniversary to be marked by die-in's across country https://t.co/SOJOk8lnQL,Tue Jun 12 15:46:15 +0000 2018,0.0,0.0,1.0,0.0
309,Fox News,.@SteveScalise to return to the field for Congressional baseball game Thursday @AmericaNewsroom https://t.co/cmL28quUWo,Tue Jun 12 15:41:38 +0000 2018,0.0,0.0,1.0,0.0
310,Fox News,.@SteveScalise on @SecPompeo: “I am so proud of the work he’s doing to represent our country and represent our pres… https://t.co/1pQnqWvyYs,Tue Jun 12 15:34:45 +0000 2018,0.6113,0.166,0.834,0.0
311,Fox News,"RT @FoxBusiness: Small business optimism soars, resulting in increased hiring and wages https://t.co/m6iysI9w2E",Tue Jun 12 15:29:10 +0000 2018,0.6808,0.337,0.663,0.0
312,Fox News,.@adrienneelrod on historic North Korea summit @AmericaNewsroom https://t.co/OWOrHB1vOi,Tue Jun 12 15:27:07 +0000 2018,0.0,0.0,1.0,0.0
313,Fox News,"Photo of boy, 6, comforting sister dying of rare brain cancer goes viral https://t.co/wmqTxKPvQ1",Tue Jun 12 15:17:26 +0000 2018,-0.4019,0.141,0.628,0.23
314,Fox News,.@CLewandowski_ on @POTUS and historic North Korea summit @AmericaNewsroom https://t.co/qImu0pNcLc,Tue Jun 12 15:14:11 +0000 2018,0.0,0.0,1.0,0.0
315,Fox News,Michael Anton: “This will go as fast as the North Koreans want it to go...I think we're at this point right now bec… https://t.co/cd0TmXfKO5,Tue Jun 12 15:08:38 +0000 2018,0.0772,0.053,0.947,0.0
316,Fox News,.@newtgingrich on Trump-Kim summit: “I can’t imagine a much more historic day than the meeting in Singapore.”… https://t.co/1KHALlh67X,Tue Jun 12 14:59:50 +0000 2018,0.0,0.0,1.0,0.0
317,Fox News,Squirrel filmed stealing M&amp;Ms from @WaltDisneyWorld store dubbed a 'cute little shoplifter' https://t.co/aAleWaPc6k,Tue Jun 12 14:54:06 +0000 2018,-0.1779,0.18,0.599,0.222
318,Fox News,".@RepPeteKing: If we want to strengthen our negotiating position, Congress has to show that it stands with the pres… https://t.co/YGvGMh98LC",Tue Jun 12 14:50:03 +0000 2018,0.3818,0.167,0.833,0.0
319,Fox News,.@GOPChairwoman on Trump-Kim meeting: “This is good for our world. It's good for our country…It is a historic time… https://t.co/1bZpzbUIH8,Tue Jun 12 14:47:12 +0000 2018,0.7003,0.254,0.746,0.0
320,CNN,Ivanka Trump and Jared Kushner reveal new details of their enormous wealth https://t.co/LgV2qosrRz https://t.co/uNf5qAICyr,Tue Jun 12 16:22:00 +0000 2018,0.4939,0.198,0.802,0.0
321,CNN,"White House trade adviser Peter Navarro apologizes after saying ""there's a special place in hell"" for Canadian Prim… https://t.co/2wNFqTHZoi",Tue Jun 12 16:12:05 +0000 2018,-0.1027,0.21,0.605,0.185
322,CNN,The two really important people at the summit (beside Trump and Kim) https://t.co/vQydLccwgz https://t.co/A5zwhLkUCO,Tue Jun 12 16:03:45 +0000 2018,0.2716,0.139,0.861,0.0
323,CNN,Netflix is now worth more than Disney. It’s valued at around $160 billion. https://t.co/xm78Az7kwW https://t.co/02qBYFVRNB,Tue Jun 12 15:51:08 +0000 2018,0.5859,0.27,0.73,0.0
324,CNN,A sign of President Trump's confidence about his summit with North Korean dictator Kim Jong Un: He gave a lengthy p… https://t.co/QthOZrZoBY,Tue Jun 12 15:40:05 +0000 2018,0.5106,0.148,0.852,0.0
325,CNN,Jeep Grand Cherokee and Ford Explorer get worst ratings in crash test https://t.co/cAPFBWW5UT https://t.co/ciWq9JoYHt,Tue Jun 12 15:30:07 +0000 2018,-0.5859,0.144,0.529,0.327
326,CNN,President Trump praised North Korean dictator Kim Jong Un -- a man who leads a government that outside observers sa… https://t.co/WHIdcJasjk,Tue Jun 12 15:20:12 +0000 2018,0.4939,0.151,0.849,0.0
327,CNN,Kim had a great summit. And he didn't even need to give anything away. | Analysis by @jamietarabay… https://t.co/biyS7lX2Ry,Tue Jun 12 15:10:02 +0000 2018,0.6249,0.204,0.796,0.0
328,CNN,George H.W. Bush just became the first former US president to turn 94 https://t.co/z6zJuch5ed https://t.co/obC2PKHzXa,Tue Jun 12 15:01:47 +0000 2018,0.0,0.0,1.0,0.0
329,CNN,Employees can choose from seven business or computer science-related bachelor's degrees selected at three universit… https://t.co/AJ90KcedtD,Tue Jun 12 14:44:21 +0000 2018,0.0,0.0,1.0,0.0
330,CNN,Discover is offering its workers a new perk: A free college degree https://t.co/Eh9cBcuQwa https://t.co/Ej3JZP0nzx,Tue Jun 12 14:43:37 +0000 2018,0.5106,0.231,0.769,0.0
331,CNN,RT @CNNPolitics: Senate Majority Leader Mitch McConnell on the Trump-Kim summit: “Today I congratulate the President on this major step and…,Tue Jun 12 14:30:06 +0000 2018,0.4939,0.144,0.856,0.0
332,CNN,"Asked about former Minnesota Sen. Al Franken's resignation from Congress following sexual harassment allegations, f… https://t.co/dHdjVyaOEO",Tue Jun 12 14:29:49 +0000 2018,-0.6908,0.0,0.711,0.289
333,CNN,"Alec Baldwin 2020? During an interview with Howard Stern, Baldwin said that if he made a bid for the White House, h… https://t.co/Q95zb4QvyW",Tue Jun 12 14:16:31 +0000 2018,0.0,0.0,1.0,0.0
334,CNN,"Two years ago, 49 people were killed at the Pulse nightclub in Orlando. Here are their names and stories:… https://t.co/otjmAnTL4r",Tue Jun 12 14:04:28 +0000 2018,-0.6705,0.0,0.809,0.191
335,CNN,5 key quotes from Trump's first post-summit interview: https://t.co/7RDoHC6dQl https://t.co/8wRPsWxHHQ,Tue Jun 12 13:52:20 +0000 2018,0.0,0.0,1.0,0.0
336,CNN,"Kellyanne Conway's husband, George Conway, defends special counsel Robert Mueller's legal authority in the Russia i… https://t.co/yAqRJGDrQz",Tue Jun 12 13:50:09 +0000 2018,0.5423,0.282,0.718,0.0
337,CNN,"Emmy Reeves had Type 1 diabetes, but she was allergic to the insulin she needed to stay alive. She recently underwe… https://t.co/Y4QXXP960o",Tue Jun 12 13:40:09 +0000 2018,0.1531,0.135,0.754,0.111
338,CNN,"Police are searching for an inmate who was mistakenly released from a New Mexico prison, after he allegedly switche… https://t.co/k67spo76iP",Tue Jun 12 13:30:12 +0000 2018,-0.6705,0.0,0.756,0.244
339,CNN,"After his expletive-laden rant about President Trump, Robert De Niro apologizes - to Canadians… https://t.co/U0bGCOExoG",Tue Jun 12 13:21:29 +0000 2018,0.0258,0.148,0.71,0.142
340,BBC News (World),Ariana Grande appears to confirm engagement reports https://t.co/3V78ry0p6z,Tue Jun 12 08:46:29 +0000 2018,0.4588,0.3,0.7,0.0
341,BBC News (World),Rush to save India bird with beak shut by plastic ring https://t.co/sdzEXbRGmL,Tue Jun 12 08:43:56 +0000 2018,0.4939,0.225,0.775,0.0
342,BBC News (World),"RT @BBCBreaking: ""Anyone can make war, but only the most courageous can make peace"" - US President Donald Trump on ""honest, direct"" meeting…",Tue Jun 12 08:36:10 +0000 2018,0.8534,0.313,0.608,0.078
343,BBC News (World),RT @BBCJonSopel: Tremendous three months says @realDonaldTrump at start of his news conference. Says he and #KimJongUn had spent an intense…,Tue Jun 12 08:17:52 +0000 2018,0.0,0.0,1.0,0.0
344,BBC News (World),Kim: 'The world will see a major change' https://t.co/KqDvL7h74p,Tue Jun 12 08:08:49 +0000 2018,0.0,0.0,1.0,0.0
345,BBC News (World),"Live #TrumpKimSummit updates

https://t.co/Ce39CXWr6g https://t.co/rwzynRh6nj",Tue Jun 12 08:06:16 +0000 2018,0.0,0.0,1.0,0.0
346,BBC News (World),"#TrumpKimSummit: Handshake moment explained in pictures, including Kim's first words to Trump… https://t.co/HRFyFAD6bD",Tue Jun 12 07:46:32 +0000 2018,0.0,0.0,1.0,0.0
347,BBC News (World),Bode Miller: US Olympic skier's daughter drowns https://t.co/qEmmWu058o,Tue Jun 12 07:19:30 +0000 2018,-0.4939,0.0,0.686,0.314
348,BBC News (World),Ivanka Trump and Jared Kushner commercial income revealed https://t.co/uZnGzKQZSq,Tue Jun 12 07:10:14 +0000 2018,0.0,0.0,1.0,0.0
349,BBC News (World),"RT @BBCBarbaraPlett: As reported, #trumpkimsummit doc is very general declaration, no concrete steps towards denuclearization or details ab…",Tue Jun 12 06:55:21 +0000 2018,-0.3535,0.0,0.873,0.127
350,BBC News (World),"The key points from the Trump-Kim Declaration: https://t.co/1dToUha250

#TrumpKimSummit https://t.co/z2qBX7qymD",Tue Jun 12 06:41:14 +0000 2018,0.0,0.0,1.0,0.0
351,BBC News (World),Kim and Trump sign joint statement https://t.co/pg0kh7UnHU,Tue Jun 12 06:32:49 +0000 2018,0.0,0.0,1.0,0.0
352,BBC News (World),Russia 2018: Chinese firms fill World Cup sponsorship gap https://t.co/njzET1tDQl,Tue Jun 12 06:30:25 +0000 2018,0.0,0.0,1.0,0.0
353,BBC News (World),"Trump Kim summit: Missed chance to discuss human rights, says defector https://t.co/INI61COz76",Tue Jun 12 06:30:25 +0000 2018,-0.4767,0.124,0.559,0.317
354,BBC News (World),"RT @BBCMonitoring: Screenshots taken at the same moment on TV in South Korea, China, Japan and North Korea. #TrumpKimSummit https://t.co/AZ…",Tue Jun 12 05:53:20 +0000 2018,0.0,0.0,1.0,0.0
355,BBC News (World),"RT @BBCBreaking: ""The world will see a major change"" - Kim Jong-un's words as he and Donald Trump sign a ""historic"" document after #TrumpKi…",Tue Jun 12 05:52:02 +0000 2018,0.0,0.0,1.0,0.0
356,BBC News (World),How a stick protects Oromo women in Ethiopia https://t.co/7KL9cg9nXI,Tue Jun 12 05:41:26 +0000 2018,0.3182,0.247,0.753,0.0
357,BBC News (World),"Live updates from #TrumpKimSummit 

https://t.co/Ce39CXEPHG https://t.co/vcDN3D8NPF",Tue Jun 12 04:52:13 +0000 2018,0.0,0.0,1.0,0.0
358,BBC News (World),Trump-Kim: Historic one-on-one at Singapore summit https://t.co/SAS57KNDOv,Tue Jun 12 04:50:56 +0000 2018,0.0,0.0,1.0,0.0
359,BBC News (World),"Donald Trump tells reporters that he and Kim Jong-un will shortly be ""signing"" something together, as they take a s… https://t.co/RIF6i6WpFS",Tue Jun 12 04:44:52 +0000 2018,0.0,0.0,1.0,0.0
360,CBS News,We're hearing from world leaders this morning following this historic summit. South Korea's president said the talk… https://t.co/rp6FELxSGv,Tue Jun 12 12:14:03 +0000 2018,0.0,0.0,1.0,0.0
361,CBS News,High school baseball pitcher hugs childhood friend on the field after striking him out and sending his team to the… https://t.co/rwt7fJLAi0,Tue Jun 12 12:00:28 +0000 2018,0.7506,0.252,0.748,0.0
362,CBS News,Here’s a look at some of this morning’s headlines on @CBSThisMorning https://t.co/K3Jvppai2u,Tue Jun 12 11:53:12 +0000 2018,0.0,0.0,1.0,0.0
363,CBS News,Baylor St. Luke's Medical Center in Houston has temporarily closed its world-renowned heart transplant program foll… https://t.co/UwUbyCTH5E,Tue Jun 12 11:43:39 +0000 2018,0.0,0.0,1.0,0.0
364,CBS News,"President Trump says he ""trusts"" Kim Jong Un to denuclearize after summit https://t.co/7x0n4pm4nO https://t.co/Kd6V5S8T7J",Tue Jun 12 11:40:47 +0000 2018,0.0,0.0,1.0,0.0
365,CBS News,Crash tests of two popular SUVs reveal serious safety concerns. The Insurance Institute for Highway Safety gave the… https://t.co/KYburUOInq,Tue Jun 12 11:37:06 +0000 2018,0.6597,0.318,0.53,0.152
366,CBS News,"Here are three things you should know this morning
1️⃣N. Korea to return U.S. remains
2️⃣Media merger decision day… https://t.co/mNBh2RqPuH",Tue Jun 12 11:36:22 +0000 2018,0.0,0.0,1.0,0.0
367,CBS News,Last night was first time a U.S. president has ever met in person with a North Korean dictator. It was also the fir… https://t.co/QBVYoXH431,Tue Jun 12 11:35:27 +0000 2018,0.0,0.0,1.0,0.0
368,CBS News,“Mike Pompeo is flying to these asian capitals to explain what happened in the room [where Trump and Kim met]. He’s… https://t.co/T8PEoFmGaa,Tue Jun 12 11:23:51 +0000 2018,0.0,0.0,1.0,0.0
369,CBS News,"After his historic meeting with Kim Jong Un, President Trump gave Kim a peak inside ""the Beast"" -- his limousine. https://t.co/bo4LotxpLM",Tue Jun 12 11:21:15 +0000 2018,0.0,0.0,1.0,0.0
370,CBS News,“What we have now is a ‘freeze for freeze.’ The North Koreans are freezing their ICBM and nuclear tests and the Ame… https://t.co/4lYbzLUWfm,Tue Jun 12 11:20:15 +0000 2018,-0.1027,0.0,0.938,0.062
371,CBS News,"“The president has, at least three times, been asked by reporters during that press conference, ‘what else did you… https://t.co/DpS0wuCovE",Tue Jun 12 11:17:50 +0000 2018,0.0,0.0,1.0,0.0
372,CBS News,".@FacetheNation moderator @MargBrennan and CBS News senior global affairs contributor Ian Bremmer, president of Eur… https://t.co/NGbuLuAwu7",Tue Jun 12 11:15:44 +0000 2018,0.0,0.0,1.0,0.0
373,CBS News,"The first global reaction came from South Korean President Moon Jae In, who offered sincere congratulations and sai… https://t.co/IdhaGCrEbN",Tue Jun 12 11:15:02 +0000 2018,0.765,0.28,0.72,0.0
374,CBS News,Pres. Trump says his meeting with Kim Jong Un would not have happened if not for the death of Otto Warmbier… https://t.co/fzs4YHLQBa,Tue Jun 12 11:13:40 +0000 2018,0.4847,0.13,0.87,0.0
375,CBS News,President Trump has said in the past that taking nuclear weapons out of North Korea could happen very quickly. But… https://t.co/gwxB24supG,Tue Jun 12 11:10:55 +0000 2018,-0.4404,0.0,0.873,0.127
376,CBS News,"President Trump said it would be ""inappropriate"" for the U.S. to perform joint military exercises with South Korea… https://t.co/Oi5YqyjJGx",Tue Jun 12 11:10:25 +0000 2018,0.0,0.0,1.0,0.0
377,CBS News,President Trump says he now trusts Kim Jong Un and knows he wants to make a deal. Trump also said he is open to tra… https://t.co/Qi6k7zzOuJ,Tue Jun 12 11:08:29 +0000 2018,0.4767,0.114,0.886,0.0
378,CBS News,President Trump and North Korean dictator Kim Jong Un finished their unprecedented meeting by signing an agreement… https://t.co/LNaV8fzlrS,Tue Jun 12 11:06:19 +0000 2018,0.0,0.0,1.0,0.0
379,CBS News,"President addressed media after historic summit with North Korean leader Kim Jong Un, where they signed a ""pretty c… https://t.co/cAqhNQPnIe",Tue Jun 12 11:00:47 +0000 2018,0.4939,0.151,0.849,0.0
380,The New York Times,"Your daily @DealBook Briefing:

• Trump and Kim shook hands. What now?

• A root of rising home prices: Trump's lum… https://t.co/BwXaiWJvhv",Tue Jun 12 12:00:21 +0000 2018,-0.1027,0.0,0.928,0.072
381,The New York Times,"Peter Navarro, one of President Trump's top trade advisers, said that there was a ""special place in hell"" for Justi… https://t.co/XVnoTcLTra",Tue Jun 12 11:44:05 +0000 2018,-0.2732,0.172,0.651,0.176
382,The New York Times,"""They have great beaches,"" President Trump said during a news conference after his meeting with Kim Jong-un. ""You s… https://t.co/MUvAbINX5C",Tue Jun 12 11:30:11 +0000 2018,0.6249,0.186,0.814,0.0
383,The New York Times,"Was the handshake between President Trump and Kim Jong-un a beginning or an end?
https://t.co/TScDIEu6xC",Tue Jun 12 11:15:04 +0000 2018,0.0,0.0,1.0,0.0
384,The New York Times,"Prosecutors said a top Volkswagen manager was a suspect in a criminal inquiry, and authorities in Berlin ordered Da… https://t.co/5bpQ1taQgx",Tue Jun 12 11:00:11 +0000 2018,-0.5859,0.084,0.654,0.262
385,The New York Times,"""Safe sex is basically transformed by PrEP."" The rollout of a drug that prevents HIV infection was followed by a re… https://t.co/gpAr4vx1YA",Tue Jun 12 10:45:07 +0000 2018,0.4939,0.189,0.811,0.0
386,The New York Times,"By showing Kim Jong-un inspecting landmarks in Singapore, North Korean media tried to promote his image as a leader… https://t.co/sLD0aBS2MR",Tue Jun 12 10:30:13 +0000 2018,0.3818,0.126,0.874,0.0
387,The New York Times,"Edgar Valdez Villarreal, a Texas-born cartel leader accused of being one of Mexico's most influential and violent d… https://t.co/JFQE8BnOBK",Tue Jun 12 10:20:08 +0000 2018,-0.4889,0.13,0.611,0.259
388,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/1rw5fG4Cu3 https://t.co/7SaThJpzCj,Tue Jun 12 10:11:04 +0000 2018,0.0,0.0,1.0,0.0
389,The New York Times,The full text of the document signed by President Trump and Kim Jong-un https://t.co/fVdvXsVEBm,Tue Jun 12 10:00:17 +0000 2018,0.0,0.0,1.0,0.0
390,The New York Times,"Breaking News: President Trump said the U.S. would suspend military exercises on the Korean Peninsula, an apparent… https://t.co/l96ALm72u9",Tue Jun 12 09:46:42 +0000 2018,-0.3182,0.0,0.881,0.119
391,The New York Times,RT @petersgoodman: “Who is financing these transactions? How do we know it isn’t a sovereign wealth fund from Saudi Arabia or some other pl…,Tue Jun 12 09:45:02 +0000 2018,0.4939,0.127,0.873,0.0
392,The New York Times,"A man fatally shot four children and then himself late Monday in Orlando, capping a 21-hour standoff that began aft… https://t.co/TQvNRw9afk",Tue Jun 12 09:30:03 +0000 2018,-0.6369,0.0,0.811,0.189
393,The New York Times,"RT @nytimesworld: Living alone and working a dead-end job, Keiko, the narrator of ""Convenience Store Woman,"" couldn't be happier. To her cr…",Tue Jun 12 09:14:02 +0000 2018,-0.5826,0.0,0.799,0.201
394,The New York Times,Photos from the Trump-Kim meeting https://t.co/byZxku43F2,Tue Jun 12 09:00:06 +0000 2018,0.0,0.0,1.0,0.0
395,The New York Times,"President Trump and Kim Jong-un signed a joint statement that promises bold change, but lacks details https://t.co/Fi2h2C10X5",Tue Jun 12 08:45:05 +0000 2018,0.3818,0.205,0.795,0.0
396,The New York Times,"Dennis Rodman ""is our best resource at this point right now for understanding the minds of the two men, especially… https://t.co/FvH4DyAFdh",Tue Jun 12 08:30:09 +0000 2018,0.6369,0.174,0.826,0.0
397,The New York Times,"RT @nytimesworld: In the first six years as leader, Kim Jong-un has ordered the executions of at least 340 people, including a general who…",Tue Jun 12 08:15:07 +0000 2018,0.0,0.0,1.0,0.0
398,The New York Times,You've probably seen this G-7 summit photo that was distributed by the German government. But did you see the diffe… https://t.co/4j5rqA72rx,Tue Jun 12 08:02:03 +0000 2018,0.0,0.0,1.0,0.0
399,The New York Times,An in-depth look at all 32 World Cup teams https://t.co/jSkoTl7pvH,Tue Jun 12 07:47:04 +0000 2018,0.0,0.0,1.0,0.0
400,Fox News,Minnesota HS pitcher consoles friend after striking him out to reach state championship https://t.co/UpmbRgYB9w https://t.co/pKhrSNoSiR,Tue Jun 12 14:42:00 +0000 2018,0.7351,0.375,0.625,0.0
401,Fox News,.@GOPChairwoman on Trump-Kim meeting: “It shows that our president is a true leader.” @AmericaNewsroom… https://t.co/p0Eq7KrLnq,Tue Jun 12 14:38:17 +0000 2018,0.4215,0.177,0.823,0.0
402,Fox News,.@WhiteHouse: Kudlow in good condition after suffering mild heart attack https://t.co/fCe16nSMgd @AmericaNewsroom https://t.co/JGPuPtam3H,Tue Jun 12 14:33:09 +0000 2018,-0.5106,0.152,0.524,0.325
403,Fox News,U.S. Forces Korea: No orders received to stop joint training exercises on Korean Peninsula https://t.co/DcyiETW4s3… https://t.co/5CVWY17p81,Tue Jun 12 14:28:57 +0000 2018,-0.5267,0.0,0.761,0.239
404,Fox News,John Schneider speaks out before heading to jail: 'I'm disheartened with the system but my head's up' (via @Sashafb) https://t.co/xWVTilgyrw,Tue Jun 12 14:20:20 +0000 2018,-0.2732,0.0,0.9,0.1
405,Fox News,"Happy Birthday, former President George H.W. Bush! https://t.co/9bDFEZGQGH",Tue Jun 12 14:15:00 +0000 2018,0.6114,0.363,0.637,0.0
406,Fox News,.@DavieFireRescue welcomes 9 babies in 10 months https://t.co/aVdCaxYL0r https://t.co/53ctXoyp53,Tue Jun 12 14:09:03 +0000 2018,0.4019,0.278,0.722,0.0
407,Fox News,"Tuesday primaries showcase bruising races for governor - via @K_Schallhorn 
https://t.co/OhWchVh4yU",Tue Jun 12 13:52:44 +0000 2018,0.0,0.0,1.0,0.0
408,Fox News,"Trump-bashing South Carolina Rep. Sanford in tough primary fight against GOP newcomer - via @brookefoxnews 
https://t.co/GX7j3dqTeU",Tue Jun 12 13:50:56 +0000 2018,-0.4767,0.0,0.76,0.24
409,Fox News,Minnesota HS pitcher consoles friend after striking him out to reach state championship https://t.co/UpmbRgYB9w,Tue Jun 12 13:07:33 +0000 2018,0.7351,0.396,0.604,0.0
410,Fox News,"MS-13 gang members among 91 arrests during 5-day sweep in New Jersey, ICE says https://t.co/vzmIjgpS2J",Tue Jun 12 12:51:45 +0000 2018,-0.4404,0.0,0.828,0.172
411,Fox News,.@benshapiro: “If the president really wants to make sure that Otto Warmbier didn’t die in vain then I think that i… https://t.co/mKH4MZHPKG,Tue Jun 12 12:50:55 +0000 2018,-0.6597,0.085,0.667,0.248
412,Fox News,.@benshapiro: “This is a slave state with 25 million prisoners… The president’s praise for the dictator was disquie… https://t.co/pCe0gYTIZa,Tue Jun 12 12:37:08 +0000 2018,0.5574,0.175,0.825,0.0
413,Fox News,.@David_Bossie: “Barack Obama was handed the Nobel Peace Prize for having done exactly nothing… This president does… https://t.co/dBVd2Q2I0S,Tue Jun 12 12:31:03 +0000 2018,0.7783,0.298,0.702,0.0
414,Fox News,.@David_Bossie: “Nikki Haley and Secretary Pompeo clearly did an amazing job.” https://t.co/aVbiUPbubu,Tue Jun 12 12:27:19 +0000 2018,0.7579,0.394,0.606,0.0
415,Fox News,.@David_Bossie: “This president is the biggest game-time player I have ever been around and ever seen in my politic… https://t.co/CC5euakAwJ,Tue Jun 12 12:22:23 +0000 2018,0.0,0.0,1.0,0.0
